block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,61,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,62,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,63,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,64,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,65,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,66,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,67,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,68,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,69,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,70,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,71,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,72,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,A,73,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,74,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,75,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,76,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,77,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,78,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,79,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,80,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,81,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,82,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,83,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,84,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,85,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,86,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,87,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,88,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,89,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,90,or,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,91,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,92,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,93,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,94,or,Switch,Switch,congruent,easy,right
cp_taskswitch,A,95,or,Repeat,Repeat,congruent,easy,right
